full_text,cleaned_text,normalized_text,text_without_stopwords,tokens,sentiment_score,sentiment_label,naivebayes_label
@bicaraboxoffice Waaawwwww..... JUMBO di antara film film import hari ini, waaawwwww jumbo di antara film film import hari ini,waaawwwww jumbo di antara film film import hari ini,waaawwwww jumbo film film import,"['waaawwwww', 'jumbo', 'film', 'film', 'import']",0,Positive,Positive
@cinepoint_ @jumbofilm_id @VisinemaID congrats jumbo! ayok ph ph film lain bikin animasi berkualitas kayak jumbo dong hire animator dan artist lokal nih udah ada buktinya film animasi tuh laku di indo kita udah bosen nonton horror mulu!,   congrats jumbo ayok ph ph film lain bikin animasi berkualitas kayak jumbo dong hire animator dan artist lokal nih udah ada buktinya film animasi tuh laku di indo kita udah bosen nonton horror mulu,congrats jumbo ayok ph ph film lain bikin animasi berkualitas kayak jumbo dong hire animator dan artist lokal nih udah ada buktinya film animasi tuh laku di indo kita udah bosen nonton horror mulu,congrats jumbo ayok ph ph film bikin animasi berkualitas kayak jumbo hire animator artist lokal nih udah buktinya film animasi tuh laku indo udah bosen nonton horror mulu,"['congrats', 'jumbo', 'ayok', 'ph', 'ph', 'film', 'bikin', 'animasi', 'berkualitas', 'kayak', 'jumbo', 'hire', 'animator', 'artist', 'lokal', 'nih', 'udah', 'buktinya', 'film', 'animasi', 'tuh', 'laku', 'indo', 'udah', 'bosen', 'nonton', 'horror', 'mulu']",0,Positive,Positive
@WatchmenID yang belom nonton / mau rewatch Film Jumbo nih mumpung ada voucher Cinepolis https://t.co/UP4EWONXFI, yang belom nonton  mau rewatch film jumbo nih mumpung ada voucher cinepolis ,yang belom nonton mau rewatch film jumbo nih mumpung ada voucher cinepolis,belom nonton rewatch film jumbo nih mumpung voucher cinepolis,"['belom', 'nonton', 'rewatch', 'film', 'jumbo', 'nih', 'mumpung', 'voucher', 'cinepolis']",0,Positive,Positive
Nama adalah doa. Jumlah penontonnya 'JUMBO' sesuai namanya. Congratssss banggg @Adriandhy &lt;33333 And thank you for the legacy. Can't wait for another Indonesian animated film. ,nama adalah doa jumlah penontonnya jumbo sesuai namanya congratssss banggg  lt33333 and thank you for the legacy cant wait for another indonesian animated film ,nama adalah doa jumlah penontonnya jumbo sesuai namanya congratssss banggg lt33333 and thank you for the legacy cant wait for another indonesian animated film,nama doa penontonnya jumbo sesuai namanya congratssss banggg lt33333 and thank you for the legacy cant wait for another indonesian animated film,"['nama', 'doa', 'penontonnya', 'jumbo', 'sesuai', 'namanya', 'congratssss', 'banggg', 'lt33333', 'and', 'thank', 'you', 'for', 'the', 'legacy', 'cant', 'wait', 'for', 'another', 'indonesian', 'animated', 'film']",0,Positive,Positive
jumbo udah jadi film terlaris dan gweh blum nonton ..........................,jumbo udah jadi film terlaris dan gweh blum nonton ,jumbo udah jadi film terlaris dan gweh blum nonton,jumbo udah film terlaris gweh blum nonton,"['jumbo', 'udah', 'film', 'terlaris', 'gweh', 'blum', 'nonton']",0,Positive,Positive
@hoppinglemmurs @HmnsId @Adriandhy Malu bang. Jumbo gak pake uncut. Nangis sono di desa penari Elu ngeluarin aja film KKN desa penari versi un Edit. Biar nambah. Nanti releas lagi yg versi penari ballet. Penari ular penari batu ajaaib. Yang penting juara 1 kan gitu?,   malu bang jumbo gak pake uncut nangis sono di desa penari elu ngeluarin aja film kkn desa penari versi un edit biar nambah nanti releas lagi yg versi penari ballet penari ular penari batu ajaaib yang penting juara 1 kan gitu,malu bang jumbo tidak pake uncut nangis sono di desa penari elu ngeluarin aja film kkn desa penari versi un edit biar nambah nanti releas lagi yang versi penari ballet penari ular penari batu ajaaib yang penting juara 1 kan gitu,malu bang jumbo pake uncut nangis sono desa penari elu ngeluarin aja film kkn desa penari versi un edit biar nambah releas versi penari ballet penari ular penari batu ajaaib juara 1 gitu,"['malu', 'bang', 'jumbo', 'pake', 'uncut', 'nangis', 'sono', 'desa', 'penari', 'elu', 'ngeluarin', 'aja', 'film', 'kkn', 'desa', 'penari', 'versi', 'un', 'edit', 'biar', 'nambah', 'releas', 'versi', 'penari', 'ballet', 'penari', 'ular', 'penari', 'batu', 'ajaaib', 'juara', '1', 'gitu']",0,Positive,Positive
 promo studio velvet gold satin ready untuk semua yang ada jadwal di special class lilo stitch final destination mission impossible jumbo tiap lokasi beda film nonton bisa banget sambil tiduran order langsung isi format wa okk wts open jastip https://t.co/xmdg3ZrScp, promo studio velvet gold satin ready untuk semua yang ada jadwal di special class lilo stitch final destination mission impossible jumbo tiap lokasi beda film nonton bisa banget sambil tiduran order langsung isi format wa okk wts open jastip ,promo studio velvet gold satin ready untuk semua yang ada jadwal di special class lilo stitch final destination mission impossible jumbo tiap lokasi beda film nonton bisa sangat sambil tiduran order langsung isi format wa okk wts open jastip,promo studio velvet gold satin ready jadwal special class lilo stitch final destination mission impossible jumbo lokasi beda film nonton tiduran order langsung isi format wa okk wts open jastip,"['promo', 'studio', 'velvet', 'gold', 'satin', 'ready', 'jadwal', 'special', 'class', 'lilo', 'stitch', 'final', 'destination', 'mission', 'impossible', 'jumbo', 'lokasi', 'beda', 'film', 'nonton', 'tiduran', 'order', 'langsung', 'isi', 'format', 'wa', 'okk', 'wts', 'open', 'jastip']",0,Positive,Positive
Semoga film jumbo minggu depan masih ada di bioskop soalnya mau ngajak nonton ponakan pas libur idul adha,semoga film jumbo minggu depan masih ada di bioskop soalnya mau ngajak nonton ponakan pas libur idul adha,semoga film jumbo minggu depan masih ada di bioskop soalnya mau ngajak nonton ponakan pas libur idul adha,semoga film jumbo minggu bioskop ngajak nonton ponakan pas libur idul adha,"['semoga', 'film', 'jumbo', 'minggu', 'bioskop', 'ngajak', 'nonton', 'ponakan', 'pas', 'libur', 'idul', 'adha']",0,Positive,Positive
@WatchmenID yang belom nonton / mau rewatch Film Jumbo nih mumpung ada voucher Cinepolis https://t.co/5JeYjMTyil, yang belom nonton  mau rewatch film jumbo nih mumpung ada voucher cinepolis ,yang belom nonton mau rewatch film jumbo nih mumpung ada voucher cinepolis,belom nonton rewatch film jumbo nih mumpung voucher cinepolis,"['belom', 'nonton', 'rewatch', 'film', 'jumbo', 'nih', 'mumpung', 'voucher', 'cinepolis']",0,Positive,Positive
@Septiaan_Re @bicaraboxoffice Jumbo memang anomali alasannya data statistik tidak bisa digunakan utk memperkirakan jumlah penonton jumbo. Real anomali. Hanya jumbo yang bisa. Dan tidak bisa dijadikan patokan utk film yang lain,  jumbo memang anomali alasannya data statistik tidak bisa digunakan utk memperkirakan jumlah penonton jumbo real anomali hanya jumbo yang bisa dan tidak bisa dijadikan patokan utk film yang lain,jumbo memang anomali alasannya data statistik tidak bisa digunakan untuk memperkirakan jumlah penonton jumbo real anomali hanya jumbo yang bisa dan tidak bisa dijadikan patokan untuk film yang lain,jumbo anomali alasannya data statistik penonton jumbo real anomali jumbo dijadikan patokan film,"['jumbo', 'anomali', 'alasannya', 'data', 'statistik', 'penonton', 'jumbo', 'real', 'anomali', 'jumbo', 'dijadikan', 'patokan', 'film']",0,Positive,Positive
@cinepoint_ @jumbofilm_id @VisinemaID Congrats Film Jumbo sudah resmi capai 10 Juta Penonton pada hari ini ,   congrats film jumbo sudah resmi capai 10 juta penonton pada hari ini ,congrats film jumbo sudah resmi capai 10 juta penonton pada hari ini,congrats film jumbo resmi capai 10 juta penonton,"['congrats', 'film', 'jumbo', 'resmi', 'capai', '10', 'juta', 'penonton']",0,Positive,Positive
@Adriandhy Congrats Film Jumbo sudah resmi capai 10 Juta Penonton hari ini , congrats film jumbo sudah resmi capai 10 juta penonton hari ini ,congrats film jumbo sudah resmi capai 10 juta penonton hari ini,congrats film jumbo resmi capai 10 juta penonton,"['congrats', 'film', 'jumbo', 'resmi', 'capai', '10', 'juta', 'penonton']",0,Positive,Positive
Lucu bgt abis bacain haters jumbo. Padahal jumbo film anak anak yg ngena di hati orang dewasa. Kenapa banyak yg ramein bahkan akun sinefil? Karena ini perayaan finally ada film animasi anak anak yang sudah sangat baik dengan cerita bagus. New era.,lucu bgt abis bacain haters jumbo padahal jumbo film anak anak yg ngena di hati orang dewasa kenapa banyak yg ramein bahkan akun sinefil karena ini perayaan finally ada film animasi anak anak yang sudah sangat baik dengan cerita bagus new era,lucu sangat abis bacain haters jumbo padahal jumbo film anak anak yang ngena di hati orang dewasa kenapa banyak yang ramein bahkan akun sinefil karena ini perayaan finally ada film animasi anak anak yang sudah sangat baik dengan cerita bagus new era,lucu abis bacain haters jumbo jumbo film anak anak ngena hati orang dewasa ramein akun sinefil perayaan finally film animasi anak anak cerita bagus new era,"['lucu', 'abis', 'bacain', 'haters', 'jumbo', 'jumbo', 'film', 'anak', 'anak', 'ngena', 'hati', 'orang', 'dewasa', 'ramein', 'akun', 'sinefil', 'perayaan', 'finally', 'film', 'animasi', 'anak', 'anak', 'cerita', 'bagus', 'new', 'era']",2,Positive,Positive
Berharap para penggiat animasi ga terbebani sama Jumbo yuk buat lagi film animasi. Aku bakal nonton juga ko hhe,berharap para penggiat animasi ga terbebani sama jumbo yuk buat lagi film animasi aku bakal nonton juga ko hhe,berharap para penggiat animasi ga terbebani sama jumbo yuk buat lagi film animasi aku bakal nonton juga ko hhe,berharap penggiat animasi ga terbebani jumbo yuk film animasi nonton ko hhe,"['berharap', 'penggiat', 'animasi', 'ga', 'terbebani', 'jumbo', 'yuk', 'film', 'animasi', 'nonton', 'ko', 'hhe']",0,Positive,Positive
@16CARRIAGE @IndoPopBase Sebenarnya sih ada bbrp pendapat salah satunya biar yg garap film tertarik ga cuma tema horor kalau jumbo ini berhasil. Semoga makin bagus dan makin variatif sih salahsatunya,  sebenarnya sih ada bbrp pendapat salah satunya biar yg garap film tertarik ga cuma tema horor kalau jumbo ini berhasil semoga makin bagus dan makin variatif sih salahsatunya,sebenarnya sih ada bbrp pendapat salah satunya biar yang garap film tertarik ga cuma tema horor kalau jumbo ini berhasil semoga makin bagus dan makin variatif sih salahsatunya,sih bbrp pendapat salah satunya biar garap film tertarik ga tema horor jumbo berhasil semoga bagus variatif sih salahsatunya,"['sih', 'bbrp', 'pendapat', 'salah', 'satunya', 'biar', 'garap', 'film', 'tertarik', 'ga', 'tema', 'horor', 'jumbo', 'berhasil', 'semoga', 'bagus', 'variatif', 'sih', 'salahsatunya']",1,Positive,Positive
@Adriandhy Congrats bang Ryan! Ikut seneng atas prestasi2 Jumbo akhirnya film animasi Indonesia ada 'di puncak' , congrats bang ryan ikut seneng atas prestasi2 jumbo akhirnya film animasi indonesia ada di puncak ,congrats bang ryan ikut seneng atas prestasi2 jumbo akhirnya film animasi indonesia ada di puncak,congrats bang ryan seneng prestasi2 jumbo film animasi indonesia puncak,"['congrats', 'bang', 'ryan', 'seneng', 'prestasi2', 'jumbo', 'film', 'animasi', 'indonesia', 'puncak']",0,Positive,Positive
Congrats! Selamat Film animasi Jumbo tembus 10 juta penonton. 🇮🇩,congrats selamat film animasi jumbo tembus 10 juta penonton ,congrats selamat film animasi jumbo tembus 10 juta penonton,congrats selamat film animasi jumbo tembus 10 juta penonton,"['congrats', 'selamat', 'film', 'animasi', 'jumbo', 'tembus', '10', 'juta', 'penonton']",0,Positive,Positive
Gilaaaaa film Jumbo gilaaaaaa menyalaaaaa,gilaaaaa film jumbo gilaaaaaa menyalaaaaa,gilaaaaa film jumbo gilaaaaaa menyalaaaaa,gilaaaaa film jumbo gilaaaaaa menyalaaaaa,"['gilaaaaa', 'film', 'jumbo', 'gilaaaaaa', 'menyalaaaaa']",0,Positive,Positive
@nurulhaqqy @yusufichsan27 @cinepoint_ @jumbofilm_id @VisinemaID kalo sekolah libur itu menguntungkan sekali bisa ajak rombongan sekolah nonton film jumbo bareng,     kalo sekolah libur itu menguntungkan sekali bisa ajak rombongan sekolah nonton film jumbo bareng,kalo sekolah libur itu menguntungkan sekali bisa ajak rombongan sekolah nonton film jumbo bareng,kalo sekolah libur menguntungkan ajak rombongan sekolah nonton film jumbo bareng,"['kalo', 'sekolah', 'libur', 'menguntungkan', 'ajak', 'rombongan', 'sekolah', 'nonton', 'film', 'jumbo', 'bareng']",0,Positive,Positive
Congrats Jumbo Siap2 jadi film Indonesia terlaris sepanjang masa menggeser KKN,congrats jumbo siap2 jadi film indonesia terlaris sepanjang masa menggeser kkn,congrats jumbo siap2 jadi film indonesia terlaris sepanjang masa menggeser kkn,congrats jumbo siap2 film indonesia terlaris menggeser kkn,"['congrats', 'jumbo', 'siap2', 'film', 'indonesia', 'terlaris', 'menggeser', 'kkn']",0,Positive,Positive
Okay. Guarantee bakal jadi film terlaris Indonesia sepanjang masa ngelewatin KKN Desa Penari. Pertanyaan berikutnya apakah juga akan sanggup untuk melewati Avengers End Game? Sekalianlah. Yuk Jumbo! Semoga nafasnya masih panjang. LETS GOOO!!! ,okay guarantee bakal jadi film terlaris indonesia sepanjang masa ngelewatin kkn desa penari pertanyaan berikutnya apakah juga akan sanggup untuk melewati avengers end game sekalianlah yuk jumbo semoga nafasnya masih panjang lets gooo ,okay guarantee bakal jadi film terlaris indonesia sepanjang masa ngelewatin kkn desa penari pertanyaan berikutnya apakah juga akan sanggup untuk melewati avengers end game sekalianlah yuk jumbo semoga nafasnya masih panjang lets gooo,okay guarantee film terlaris indonesia ngelewatin kkn desa penari sanggup melewati avengers end game sekalianlah yuk jumbo semoga nafasnya lets gooo,"['okay', 'guarantee', 'film', 'terlaris', 'indonesia', 'ngelewatin', 'kkn', 'desa', 'penari', 'sanggup', 'melewati', 'avengers', 'end', 'game', 'sekalianlah', 'yuk', 'jumbo', 'semoga', 'nafasnya', 'lets', 'gooo']",0,Positive,Positive
@cinepoint_ @jumbofilm_id @VisinemaID Sebagai buzer jumbo gratisan saya bahagia dan bangga film animasi disukai anak2 buatan 100% Indonesia,   sebagai buzer jumbo gratisan saya bahagia dan bangga film animasi disukai anak2 buatan 100 indonesia,sebagai buzer jumbo gratisan saya bahagia dan bangga film animasi disukai anak2 buatan 100 indonesia,buzer jumbo gratisan bahagia bangga film animasi disukai anak2 buatan 100 indonesia,"['buzer', 'jumbo', 'gratisan', 'bahagia', 'bangga', 'film', 'animasi', 'disukai', 'anak2', 'buatan', '100', 'indonesia']",0,Positive,Positive
READY PROMO BUY 1 GET 1 NONTON DI BIOSKOP CINEPOLIS CUMA 5K kode b1g1 bisa buat nonton film waktu maghrib 2 the ugly stepsister karate kids hala bala dendam malam kelam the ritual jumbo lilo and stitch mission impossible gundik &amp; final destination ~* cuss wa di bio ya @dwldmra,ready promo buy 1 get 1 nonton di bioskop cinepolis cuma 5k kode b1g1 bisa buat nonton film waktu maghrib 2 the ugly stepsister karate kids hala bala dendam malam kelam the ritual jumbo lilo and stitch mission impossible gundik amp final destination  cuss wa di bio ya ,ready promo buy 1 get 1 nonton di bioskop cinepolis cuma 5k kode b1g1 bisa buat nonton film waktu maghrib 2 the ugly stepsister karate kids hala bala dendam malam kelam the ritual jumbo lilo and stitch mission impossible gundik amp final destination cuss wa di bio ya,ready promo buy 1 get 1 nonton bioskop cinepolis 5k kode b1g1 nonton film maghrib 2 the ugly stepsister karate kids hala bala dendam malam kelam the ritual jumbo lilo and stitch mission impossible gundik amp final destination cuss wa bio ya,"['ready', 'promo', 'buy', '1', 'get', '1', 'nonton', 'bioskop', 'cinepolis', '5k', 'kode', 'b1g1', 'nonton', 'film', 'maghrib', '2', 'the', 'ugly', 'stepsister', 'karate', 'kids', 'hala', 'bala', 'dendam', 'malam', 'kelam', 'the', 'ritual', 'jumbo', 'lilo', 'and', 'stitch', 'mission', 'impossible', 'gundik', 'amp', 'final', 'destination', 'cuss', 'wa', 'bio', 'ya']",0,Positive,Positive
dari agak laen sampe jumbo salah dua film yang aku pantengin jauh sebelum tanggal perilisan. menurutku salah satu kunci sukses dua film di atas adalah konsep marketingnya yang ga cuman dateng ke podcast² tapi lebih ke narasi yang dibangun atas film tersebut sebelum tayang,dari agak laen sampe jumbo salah dua film yang aku pantengin jauh sebelum tanggal perilisan menurutku salah satu kunci sukses dua film di atas adalah konsep marketingnya yang ga cuman dateng ke podcast² tapi lebih ke narasi yang dibangun atas film tersebut sebelum tayang,dari agak laen sampe jumbo salah dua film yang aku pantengin jauh sebelum tanggal perilisan menurutku salah satu kunci sukses dua film di atas adalah konsep marketingnya yang ga cuman dateng ke podcast² tapi lebih ke narasi yang dibangun atas film tersebut sebelum tayang,laen sampe jumbo salah film pantengin tanggal perilisan menurutku salah kunci sukses film konsep marketingnya ga cuman dateng podcast² narasi dibangun film tayang,"['laen', 'sampe', 'jumbo', 'salah', 'film', 'pantengin', 'tanggal', 'perilisan', 'menurutku', 'salah', 'kunci', 'sukses', 'film', 'konsep', 'marketingnya', 'ga', 'cuman', 'dateng', 'podcast²', 'narasi', 'dibangun', 'film', 'tayang']",0,Positive,Positive
Aaaa terharuuu semenjak lebaran idul fitri tiap buka X selalu ikut mantau perkembangan jumlah penonton jumbo.. ini film emang layak utk ditonton &amp; dinikmati semoga setelah ini lbh banyak lg karya anak bangsa yg keren.. selamat 10 jt penonton Jumbo mari lampaui KKN ,aaaa terharuuu semenjak lebaran idul fitri tiap buka x selalu ikut mantau perkembangan jumlah penonton jumbo ini film emang layak utk ditonton amp dinikmati semoga setelah ini lbh banyak lg karya anak bangsa yg keren selamat 10 jt penonton jumbo mari lampaui kkn ,aaaa terharuuu semenjak lebaran idul fitri tiap buka x selalu ikut mantau perkembangan jumlah penonton jumbo ini film emang layak untuk ditonton amp dinikmati semoga setelah ini lbh banyak lagi karya anak bangsa yang keren selamat 10 jt penonton jumbo mari lampaui kkn,aaaa terharuuu semenjak lebaran idul fitri buka x mantau perkembangan penonton jumbo film emang layak ditonton amp dinikmati semoga lbh karya anak bangsa keren selamat 10 jt penonton jumbo mari lampaui kkn,"['aaaa', 'terharuuu', 'semenjak', 'lebaran', 'idul', 'fitri', 'buka', 'x', 'mantau', 'perkembangan', 'penonton', 'jumbo', 'film', 'emang', 'layak', 'ditonton', 'amp', 'dinikmati', 'semoga', 'lbh', 'karya', 'anak', 'bangsa', 'keren', 'selamat', '10', 'jt', 'penonton', 'jumbo', 'mari', 'lampaui', 'kkn']",1,Positive,Positive
@Adriandhy Congrats Rian. Dulu pernah ketemu Rian 2x &amp; dua2nya ketemu di Mushola PIM dalam hati gw Rian kemana aja kok gak pernah stand up atau main Film sekalinya tampil lg langsung Boom !!! Alur cerita film jumbo sangat menarik https://t.co/weGe3hq4fl, congrats rian dulu pernah ketemu rian 2x amp dua2nya ketemu di mushola pim dalam hati gw rian kemana aja kok gak pernah stand up atau main film sekalinya tampil lg langsung boom  alur cerita film jumbo sangat menarik ,congrats rian dulu pernah ketemu rian 2x amp dua2nya ketemu di mushola pim dalam hati gw rian kemana aja kok tidak pernah stand up atau main film sekalinya tampil lagi langsung boom alur cerita film jumbo sangat menarik,congrats rian ketemu rian 2x amp dua2nya ketemu mushola pim hati gw rian kemana aja stand up main film sekalinya tampil langsung boom alur cerita film jumbo menarik,"['congrats', 'rian', 'ketemu', 'rian', '2x', 'amp', 'dua2nya', 'ketemu', 'mushola', 'pim', 'hati', 'gw', 'rian', 'kemana', 'aja', 'stand', 'up', 'main', 'film', 'sekalinya', 'tampil', 'langsung', 'boom', 'alur', 'cerita', 'film', 'jumbo', 'menarik']",1,Positive,Positive
Sorry OOT tapi gue mau ucapin selamat buat Jumbo yg (unofficially) tembus 10 juta views! Film animasi. Cerita original. Indonesia. 10. Juta. Views. Gila. Keren. Congrats @VisinemaID &amp; @Adriandhy! Jumbo layak sih dibuatkan game open world-adventure-life simulation gitu https://t.co/2nlcDVy9VD,sorry oot tapi gue mau ucapin selamat buat jumbo yg unofficially tembus 10 juta views film animasi cerita original indonesia 10 juta views gila keren congrats  amp  jumbo layak sih dibuatkan game open worldadventurelife simulation gitu ,sorry oot tapi saya mau ucapin selamat buat jumbo yang unofficially tembus 10 juta views film animasi cerita original indonesia 10 juta views gila keren congrats amp jumbo layak sih dibuatkan game open worldadventurelife simulation gitu,sorry oot ucapin selamat jumbo unofficially tembus 10 juta views film animasi cerita original indonesia 10 juta views gila keren congrats amp jumbo layak sih dibuatkan game open worldadventurelife simulation gitu,"['sorry', 'oot', 'ucapin', 'selamat', 'jumbo', 'unofficially', 'tembus', '10', 'juta', 'views', 'film', 'animasi', 'cerita', 'original', 'indonesia', '10', 'juta', 'views', 'gila', 'keren', 'congrats', 'amp', 'jumbo', 'layak', 'sih', 'dibuatkan', 'game', 'open', 'worldadventurelife', 'simulation', 'gitu']",1,Positive,Positive
@WatchmenID mampus tu film jelek JUMBO U DESERVE BANGET!!!!!!!, mampus tu film jelek jumbo u deserve banget,mampus tu film jelek jumbo u deserve sangat,mampus tu film jelek jumbo u deserve,"['mampus', 'tu', 'film', 'jelek', 'jumbo', 'u', 'deserve']",-1,Negative,Positive
First time nonton di Bioskop Nonton Jumbo 9/10 Kagum bgt sama perkembangan Film Animasi Indonesia. Naik turun alur ceritanya keren bgt.,first time nonton di bioskop nonton jumbo 910 kagum bgt sama perkembangan film animasi indonesia naik turun alur ceritanya keren bgt,first time nonton di bioskop nonton jumbo 910 kagum sangat sama perkembangan film animasi indonesia naik turun alur ceritanya keren sangat,first time nonton bioskop nonton jumbo 910 kagum perkembangan film animasi indonesia turun alur ceritanya keren,"['first', 'time', 'nonton', 'bioskop', 'nonton', 'jumbo', '910', 'kagum', 'perkembangan', 'film', 'animasi', 'indonesia', 'turun', 'alur', 'ceritanya', 'keren']",1,Positive,Positive
@IndoPopBase Jadi inget salah satu komen di TikTok wkwkkwkw. Kalo film Jumbo nyeritain Prabowo waktu kecil yg ngelike banyak banget , jadi inget salah satu komen di tiktok wkwkkwkw kalo film jumbo nyeritain prabowo waktu kecil yg ngelike banyak banget ,jadi inget salah satu komen di tiktok wkwkkwkw kalo film jumbo nyeritain prabowo waktu kecil yang ngelike banyak sangat,inget salah komen tiktok wkwkkwkw kalo film jumbo nyeritain prabowo ngelike,"['inget', 'salah', 'komen', 'tiktok', 'wkwkkwkw', 'kalo', 'film', 'jumbo', 'nyeritain', 'prabowo', 'ngelike']",0,Positive,Positive
Gue seneng bgt Jumbo 10jt. Selain karna filmnya bagus akhirnya menggeser film apalah itu kaga jelas wkwkwkwkwk,gue seneng bgt jumbo 10jt selain karna filmnya bagus akhirnya menggeser film apalah itu kaga jelas wkwkwkwkwk,saya seneng sangat jumbo 10jt selain karna filmnya bagus akhirnya menggeser film apalah itu kaga jelas wkwkwkwkwk,seneng jumbo 10jt karna filmnya bagus menggeser film apalah kaga wkwkwkwkwk,"['seneng', 'jumbo', '10jt', 'karna', 'filmnya', 'bagus', 'menggeser', 'film', 'apalah', 'kaga', 'wkwkwkwkwk']",1,Positive,Positive
Restock voucher promo Kode cinepolis free 20k (ready 15) Kode cinepolis b1g1 6k (ready 7) Seluruh Indonesia Bisa semua film Masa berlaku 31 Juli #zonauang #jumbo #FinalDestinationBloodlines #TheRedEnvelope #MissionImpossible #KaijuNo8 https://t.co/VO1TW9HhAf,restock voucher promo kode cinepolis free 20k ready 15 kode cinepolis b1g1 6k ready 7 seluruh indonesia bisa semua film masa berlaku 31 juli       ,restock voucher promo kode cinepolis free 20k ready 15 kode cinepolis b1g1 6k ready 7 seluruh indonesia bisa semua film masa berlaku 31 juli,restock voucher promo kode cinepolis free 20k ready 15 kode cinepolis b1g1 6k ready 7 indonesia film berlaku 31 juli,"['restock', 'voucher', 'promo', 'kode', 'cinepolis', 'free', '20k', 'ready', '15', 'kode', 'cinepolis', 'b1g1', '6k', 'ready', '7', 'indonesia', 'film', 'berlaku', '31', 'juli']",0,Positive,Positive
@tanyakanrl Nder radionya bisa manggil arwah kek di film Jumbo nggak..??, nder radionya bisa manggil arwah kek di film jumbo nggak,nder radionya bisa manggil arwah kek di film jumbo tidak,nder radionya manggil arwah kek film jumbo,"['nder', 'radionya', 'manggil', 'arwah', 'kek', 'film', 'jumbo']",0,Positive,Positive
@Adriandhy Alhamdulillah anak saya yang Down Syndrome bisa menikmati film jumbo sampai tamat meski awal masuk bioskop takut karena gelap, alhamdulillah anak saya yang down syndrome bisa menikmati film jumbo sampai tamat meski awal masuk bioskop takut karena gelap,alhamdulillah anak saya yang down syndrome bisa menikmati film jumbo sampai tamat meski awal masuk bioskop takut karena gelap,alhamdulillah anak down syndrome menikmati film jumbo tamat masuk bioskop takut gelap,"['alhamdulillah', 'anak', 'down', 'syndrome', 'menikmati', 'film', 'jumbo', 'tamat', 'masuk', 'bioskop', 'takut', 'gelap']",0,Positive,Positive
JUMBO 10 JUTA GILSSSSS FILM HOROR JELEK ITU SIAP TURUN https://t.co/3yh61KH2vS,jumbo 10 juta gilsssss film horor jelek itu siap turun ,jumbo 10 juta gilsssss film horor jelek itu siap turun,jumbo 10 juta gilsssss film horor jelek turun,"['jumbo', '10', 'juta', 'gilsssss', 'film', 'horor', 'jelek', 'turun']",-1,Negative,Positive
ngga pernah terlintas di pikiran kalau yang bakal ngalahin KKN adalah JUMBO. Sebagai penulis skenario pemula JUMBO ini bukti kalau IP baru bukan viral bisa diterima. Maju terus film Indonesia bikin karya dari hati! Congrats @Adriandhy @numpangobrol @jumbofilm_id @VisinemaID,ngga pernah terlintas di pikiran kalau yang bakal ngalahin kkn adalah jumbo sebagai penulis skenario pemula jumbo ini bukti kalau ip baru bukan viral bisa diterima maju terus film indonesia bikin karya dari hati congrats    ,ngga pernah terlintas di pikiran kalau yang bakal ngalahin kkn adalah jumbo sebagai penulis skenario pemula jumbo ini bukti kalau ip baru bukan viral bisa diterima maju terus film indonesia bikin karya dari hati congrats,ngga terlintas pikiran ngalahin kkn jumbo penulis skenario pemula jumbo bukti ip viral diterima maju film indonesia bikin karya hati congrats,"['ngga', 'terlintas', 'pikiran', 'ngalahin', 'kkn', 'jumbo', 'penulis', 'skenario', 'pemula', 'jumbo', 'bukti', 'ip', 'viral', 'diterima', 'maju', 'film', 'indonesia', 'bikin', 'karya', 'hati', 'congrats']",0,Positive,Positive
@bicaraboxoffice Jumbo klau ntar mecahin rekor kkn pasti haters kkn pda jelek in heran bgt perkara film aja ampe ribut toh kedepannya juga bkl ada yg pecahin rekor jumbo udah alasannya film jelek lah itulah heran bgt, jumbo klau ntar mecahin rekor kkn pasti haters kkn pda jelek in heran bgt perkara film aja ampe ribut toh kedepannya juga bkl ada yg pecahin rekor jumbo udah alasannya film jelek lah itulah heran bgt,jumbo klau ntar mecahin rekor kkn pasti haters kkn pda jelek in heran sangat perkara film aja ampe ribut toh kedepannya juga bkl ada yang pecahin rekor jumbo udah alasannya film jelek lah itulah heran sangat,jumbo klau ntar mecahin rekor kkn haters kkn pda jelek in heran perkara film aja ampe ribut kedepannya bkl pecahin rekor jumbo udah alasannya film jelek heran,"['jumbo', 'klau', 'ntar', 'mecahin', 'rekor', 'kkn', 'haters', 'kkn', 'pda', 'jelek', 'in', 'heran', 'perkara', 'film', 'aja', 'ampe', 'ribut', 'kedepannya', 'bkl', 'pecahin', 'rekor', 'jumbo', 'udah', 'alasannya', 'film', 'jelek', 'heran']",-2,Negative,Positive
@bicaraboxoffice @VisinemaID @jumbofilm_id Ikut seneng sekali Bener Bener Jumbo se Jumbo2nya...jd terinspirasi buat gelanv manik2 dri karakter2 di film Jumbo https://t.co/DetrojaBpU,   ikut seneng sekali bener bener jumbo se jumbo2nyajd terinspirasi buat gelanv manik2 dri karakter2 di film jumbo ,ikut seneng sekali bener bener jumbo se jumbo2nyajd terinspirasi buat gelanv manik2 dri karakter2 di film jumbo,seneng bener bener jumbo jumbo2nyajd terinspirasi gelanv manik2 dri karakter2 film jumbo,"['seneng', 'bener', 'bener', 'jumbo', 'jumbo2nyajd', 'terinspirasi', 'gelanv', 'manik2', 'dri', 'karakter2', 'film', 'jumbo']",0,Positive,Positive
